DATA,DÉBITO/CRÉDITO $,SALDO,HISTÓRICO DE FLUXO,CONTAS-AGRUPAMENTO
2/18/2020,18,"565693,65",Ajuste de credito ref. Aplicação automatica,BANCO
2/18/2020,450000,"1015693,65","Credito Resgate Veritas TOP 450.000,00",BANCO
2/18/2020,-18807,"996886,65",Pgto Lote 45 NF 4506,BANCO
2/18/2020,-2000,"994886,65",Pgto Lote 45 NF 4507,BANCO
2/18/2020,-5865,"989021,65",Pgto DELL Computador Rodrigo,BANCO
2/19/2020,25,"989046,65",Ajuste de credito ref. Aplicação automatica,BANCO
2/19/2020,-500,"988546,65",Pgto Asplan - Qualitas,BANCO
2/19/2020,-553,"987993,65",Pgto PIS - Qualitas,BANCO
2/19/2020,-2553,"985440,65",Pgto COFINS - Qualitas,BANCO
2/19/2020,-4971,"980469,65",Pgto IRPJ 04 TRIM 2/3 - Qualitas,BANCO
2/19/2020,-2517,"977952,65",Pgto CSLL 04 TRIM 2/3 - Qualitas,BANCO
2/20/2020,26,"977978,65",Ajuste de credito ref. Aplicação automatica,BANCO
2/20/2020,500000,"1477978,65",Credito Resgate Veritas TOP,BANCO
2/20/2020,-9701,"1468277,65",Pgto Parcela 6/36 Financiamento,BANCO
2/20/2020,-23,"1468254,65",Pgto DARF 5952 CRDC NF 15557,BANCO
2/20/2020,-585,"1467669,65",Pgto DARF 0561 IRRF/Folha,BANCO
2/20/2020,-384,"1467285,65",Pgto GPS C de Campos Trans e Serv Ter,BANCO
2/20/2020,-47,"1467238,65",Pgto DARF 1708 MSX Consult NF 808,BANCO
2/20/2020,-145,"1467093,65",Pgto DARF 5952 MSX Consult NF 808,BANCO
2/20/2020,-43,"1467050,65",Pgto DARF 1708 MSX Consult NF 809,BANCO
2/20/2020,-135,"1466915,65",Pgto DARF 5952 MSX Consult NF 809,BANCO
2/20/2020,-42,"1466873,65",Pgto DARF 1708 MSX Consult NF 814,BANCO
2/20/2020,-131,"1466742,65",Pgto DARF 5952 MSX Consult NF 814,BANCO
2/20/2020,-5647,"1461095,65",Pgto DARF 5952 Montjoie NF 68,BANCO
2/20/2020,-1821,"1459274,65",Pgto DARF 1708 Montjoie NF 68,BANCO
2/20/2020,-93000,"1366274,65",Pgto DARF 5952 Guilherme B. NF 106,BANCO
2/20/2020,-30000,"1336274,65",Pgto DARF 1708 Guilherme B. NF 106,BANCO
2/20/2020,-2673,"1333601,65",Pgto DARF 5952 Balera Berbel NF 1559,BANCO
2/20/2020,-862,"1332739,65",Pgto DARF 1708 Balera Berbel NF 1559,BANCO
2/20/2020,-100,"1332639,65",Pgto Voicecorp - linha contingencial,BANCO
